KMC 1+1 simulation started

Simulation parameters:
=====================================================
       substrate_lattice_constant [A] = 2.71500
          adatom_lattice_constant [A] = 2.83000
             vertical_lat_spacing [A] = 2.86833
      spring_const_neighbors [eV/A/A] = 2.15025
 spring_const_next_neighbors [eV/A/A] = 1.07513
                     misfit_coeff [A] = 0.04236
                              D [1/s] = 5.19588e+12
                               E [eV] = 0.53000
                     bond_energy [eV] = 0.40000
                               grid_x = 500
                               grid_y = 80
                     substrate_height = 16
           local_relaxation_range_min = 10
           local_relaxation_range_max = 10
                     time_fluence [s] = 8.000
                  simulation_time [s] = 2.000
                      diffusion_range = 8
              deposition_speed [ML/s] = 0.080
                      temperature [K] = 600
=====================================================

           iter       sim_time      new_atoms         pr_acc   real_time[s]        duv_max
         301000       0.949091            935         0.9971          285.7          0.719
         302000       0.952146            937         0.9971          286.7          0.677
         303000       0.955557            939         0.9971          287.7          0.674
         304000       0.959784            943         0.9970          288.7          0.689
         305000       0.962111            946         0.9970          289.7          0.676
         306000       0.965036            947         0.9970          290.7          0.706
         307000       0.968492            951         0.9970          291.7          0.707
         308000       0.971225            952         0.9970          292.7          0.688
         309000       0.973796            954         0.9970          293.6          0.673
         310000       0.977085            956         0.9970          294.6          0.663
         311000       0.980733            958         0.9970          295.6          0.609
         312000       0.983595            958         0.9970          296.6          0.681
         313000       0.987213            961         0.9970          297.6          0.709
         314000       0.990750            963         0.9970          298.6          0.741
         315000       0.993803            969         0.9970          299.5          0.792
         316000       0.996460            972         0.9970          300.5          0.753
         317000       0.999354            978         0.9970          301.5          0.795
         318000       1.002271            981         0.9969          302.5          0.804
         319000       1.006318            984         0.9969          303.5          0.750
         320000       1.010361            989         0.9969          304.5          0.738
         321000       1.014883            993         0.9969          305.5          0.737
         322000       1.018221            995         0.9969          306.5          0.747
         323000       1.020744            999         0.9969          307.5          0.761
         324000       1.024354           1000         0.9969          308.4          0.737
         325000       1.026643           1001         0.9969          309.4          0.680
         326000       1.029700           1004         0.9969          310.4          0.764
         327000       1.032517           1006         0.9969          311.4          0.720
         328000       1.036337           1008         0.9969          312.3          0.736
         329000       1.039129           1011         0.9969          313.3          0.776
         330000       1.041902           1018         0.9969          314.3          0.777
         331000       1.044647           1021         0.9969          315.3          0.790
         332000       1.047416           1023         0.9969          316.2          0.764
         333000       1.050672           1027         0.9969          317.2          0.705
         334000       1.054778           1031         0.9969          318.2          0.698
         335000       1.057095           1035         0.9969          319.2          0.814
         336000       1.060877           1037         0.9969          320.2          0.740
         337000       1.062611           1038         0.9968          321.2          0.808
         338000       1.065302           1041         0.9968          322.1          0.747
         339000       1.068275           1044         0.9968          323.1          0.798
         340000       1.071391           1044         0.9968          324.1          0.820
         341000       1.075006           1048         0.9968          325.0          0.799
         342000       1.077766           1051         0.9968          326.0          0.807
         343000       1.082845           1059         0.9968          326.9          0.808
         344000       1.087403           1062         0.9968          327.9          0.811
         345000       1.090538           1064         0.9968          328.9          0.730
         346000       1.093447           1067         0.9968          329.8          0.748
         347000       1.096790           1068         0.9968          330.8          0.765
         348000       1.099935           1072         0.9968          331.8          0.801
         349000       1.102976           1076         0.9968          332.7          0.728
         350000       1.106370           1079         0.9968          333.7          0.760
         351000       1.109773           1082         0.9968          334.6          0.780
         352000       1.112297           1083         0.9968          335.6          0.782
         353000       1.115998           1086         0.9968          336.6          0.773
         354000       1.119707           1090         0.9967          337.6          0.792
         355000       1.122939           1095         0.9967          338.5          0.728
         356000       1.126416           1096         0.9967          339.5          0.820
         357000       1.130719           1102         0.9967          340.4          0.778
         358000       1.133291           1107         0.9967          341.4          0.817
         359000       1.135742           1110         0.9967          342.4          0.716
         360000       1.139872           1112         0.9967          343.5          0.668
         361000       1.143334           1114         0.9967          344.5          0.666
         362000       1.147399           1116         0.9967          345.5          0.639
         363000       1.150170           1117         0.9967          346.4          0.645
         364000       1.153763           1119         0.9966          347.4          0.720
         365000       1.156136           1121         0.9967          348.4          0.740
         366000       1.159897           1123         0.9966          349.4          0.683
         367000       1.162811           1128         0.9966          350.3          0.712
         368000       1.166031           1131         0.9966          351.3          0.763
         369000       1.169188           1136         0.9966          352.3          0.849
         370000       1.172616           1137         0.9966          353.2          0.861
         371000       1.175968           1139         0.9966          354.2          0.880
         372000       1.180130           1142         0.9966          355.2          0.763
         373000       1.182304           1145         0.9966          356.2          0.701
         374000       1.186468           1149         0.9966          357.2          0.674
         375000       1.189307           1151         0.9966          358.2          0.645
         376000       1.192451           1152         0.9966          359.2          0.701
         377000       1.196403           1160         0.9966          360.2          0.632
         378000       1.199472           1162         0.9966          361.1          0.726
         379000       1.201278           1166         0.9966          362.1          0.711
         380000       1.204794           1171         0.9966          363.1          0.754
         381000       1.208428           1174         0.9965          364.0          0.677
         382000       1.212355           1179         0.9965          365.0          0.735
         383000       1.215892           1179         0.9965          366.0          0.764
         384000       1.219786           1181         0.9965          367.0          0.724
         385000       1.222140           1181         0.9965          368.0          0.748
         386000       1.225301           1184         0.9965          369.0          0.808
         387000       1.229202           1188         0.9965          370.0          0.831
         388000       1.232112           1195         0.9965          370.9          0.850
         389000       1.234360           1197         0.9965          371.9          0.789
         390000       1.238141           1198         0.9965          372.9          0.838
         391000       1.241089           1199         0.9965          373.9          0.816
         392000       1.243521           1200         0.9965          374.9          0.827
         393000       1.247232           1201         0.9965          375.9          0.806
         394000       1.251501           1207         0.9965          376.9          0.758
         395000       1.255405           1209         0.9965          377.9          0.872
         396000       1.258917           1210         0.9965          378.9          0.832
         397000       1.262507           1216         0.9965          379.8          0.850
         398000       1.265922           1221         0.9965          380.8          0.812
         399000       1.268373           1226         0.9965          381.8          0.726
         400000       1.272415           1228         0.9965          382.7          0.824
         401000       1.274968           1230         0.9965          383.7          0.830
         402000       1.278874           1234         0.9965          384.7          0.854
         403000       1.281023           1237         0.9965          385.7          0.940
         404000       1.283688           1237         0.9965          386.7          0.901
         405000       1.285651           1240         0.9965          387.7          0.934
         406000       1.289456           1246         0.9965          388.7          0.949
         407000       1.292712           1250         0.9965          389.6          0.897
         408000       1.297420           1251         0.9965          390.6          0.846
         409000       1.301202           1254         0.9965          391.6          0.908
         410000       1.304825           1261         0.9965          392.6          0.845
         411000       1.308174           1262         0.9965          393.6          0.909
         412000       1.310719           1265         0.9965          394.6          0.899
         413000       1.313617           1269         0.9965          395.6          0.910
         414000       1.316912           1275         0.9965          396.6          0.806
         415000       1.320023           1279         0.9964          397.6          0.883
         416000       1.323122           1286         0.9964          398.5          0.852
         417000       1.327124           1290         0.9964          399.5          0.790
